0	0	0.122649	0.169918
1	17	0.0839539	0.159259
2	30	0.133804	0.0534795
3	11	0.233157	0.193293
4	14	0.257893	0.239268
5	19	0.501858	0.024284
6	22	0.67838	0.0982145
7	3	0.705029	0.0860072
8	6	0.776048	0.0211376
9	29	0.813285	0.0179424
10	31	0.713423	0.111777
11	21	0.651955	0.213852
12	1	0.729649	0.331166
13	20	0.686006	0.369351
14	16	0.616809	0.580468
15	18	0.931865	0.754052
16	28	0.918855	0.939875
17	26	0.765764	0.970267
18	4	0.656019	0.905484
19	24	0.577269	0.840005
20	12	0.493226	0.756047
21	15	0.471797	0.584917
22	2	0.477115	0.571835
23	13	0.479138	0.49426
24	8	0.279233	0.545858
25	5	0.371496	0.836567
26	27	0.22611	0.99461
27	10	0.0646429	0.754654
28	23	0.12096	0.680137
29	7	0.168325	0.572439
30	9	0.0173017	0.583179
31	25	0.0527608	0.453507
32	0	0.122649	0.169918
